no. in part 3,species name,author names with var. and ssp.,phylum: family,life form,status,if cultivated,synonyms
803,Crypteronia griffithii, C.B. Clarke, Magnoliophyta: Crypteroniaceae, tree,critically endangered,,
804,Cryptocarya ferrea, Blume, Magnoliophyta: Lauraceae, tree,critically endangered,,
805,Cryptocarya griffithiana, Wight, Magnoliophyta: Lauraceae, tree,critically endangered,,
806,Cryptocarya impressa, Miq., Magnoliophyta: Lauraceae, tree,critically endangered,,
807,Cryptocarya rugulosa, Hook. f., Magnoliophyta: Lauraceae, tree,critically endangered,,
808,Cryptocoryne griffithii, Schott, Magnoliophyta: Araceae, herb,critically endangered,,
809,Ctenolophon parvifolius, Oliv., Magnoliophyta: Ctenolophonaceae, tree,critically endangered,,
810,Cyathocalyx sumatranus, Scheff., Magnoliophyta: Annonaceae, tree,critically endangered,,
811,Cycas edentata, de Laub., Cycadophyta: Cycadaceae, tree,critically endangered, cultivated, =C. rumphii Miq.
812,Cyclea laxiflora, Miers, Magnoliophyta: Menispermaceae, climber,critically endangered,,
813,Cymbidium bicolor, Lindl. ssp. pubescens (Lindl.) Du Pay & Cribb, Magnoliophyta: Orchidaceae, epiphyte,critically endangered,,
814,Cymbidium finlaysonianum, Lindl., Magnoliophyta: Orchidaceae, epiphyte,critically endangered,,
815,Cymodocea rotundata, Ehrenb. & Hemp. ex Aschers., Magnoliophyta: Cymodoceaceae, herb,critically endangered,,
816,Cynometra ramiflora, L., Magnoliophyta: Fabaceae, tree,critically endangered, cultivated,
817,Cyrtandra pendula, Blume, Magnoliophyta: Gesneriaceae, climber,critically endangered,,
818,Cyrtococcum accrescens, (Trin.) Stapf, Magnoliophyta: Poaceae, herb,critically endangered,,
819,Cyrtococcum patens, (L.) A. Camus, Magnoliophyta: Poaceae, herb,critically endangered,,
820,Cystorchis javanica, (Blume) Blume, Magnoliophyta: Orchidaceae, herb,critically endangered,,
821,Dacryodes longifolia, (King) Lam, Magnoliophyta: Burseraceae, tree,critically endangered,,
822,Dacryodes rugosa, (Blume) H.J. Lam, Magnoliophyta: Burseraceae, tree,critically endangered,,
823,Daemonorops kunstleri, Becc., Magnoliophyta: Arecaceae, climber,critically endangered,,
824,Daemonorops leptopus, (Griff.) Mart., Magnoliophyta: Arecaceae, climber,critically endangered,,
825,Daemonorops micracantha, (Griff.) Becc., Magnoliophyta: Arecaceae, climber,critically endangered,,
826,Daemonorops periacantha, Miq., Magnoliophyta: Arecaceae, climber,critically endangered,,
827,Daemonorops sabut, Becc., Magnoliophyta: Arecaceae, climber,critically endangered,,
828,Dalbergia junghuhnii, Benth., Magnoliophyta: Fabaceae, climber,critically endangered,,
829,Dalbergia velutina, Benth., Magnoliophyta: Fabaceae, climber,critically endangered,,
830,Daphniphyllum laurinum, (Benth.) Baill., Magnoliophyta: Daphniphyllaceae, tree,critically endangered,,
831,Dehaasia incrassata, (Jack) Kosterm., Magnoliophyta: Lauraceae, tree,critically endangered,,
832,Dendrobium indragiriense, Schltr., Magnoliophyta: Orchidaceae, epiphyte,critically endangered,,
833,Dendrobium lobbii, Teijsm. & Binnend., Magnoliophyta: Orchidaceae, epiphyte,critically endangered,,
834,Dendrobium revolutum, Lindl., Magnoliophyta: Orchidaceae, epiphyte,critically endangered,,
835,Dendrobium subulatum, (Blume) Lindl., Magnoliophyta: Orchidaceae, epiphyte,critically endangered,,
836,Derris scandens, (Roxb.) Benth., Magnoliophyta: Fabaceae, climber,critically endangered,,
837,Desmos dasymaschala, (Blume) Safford, Magnoliophyta: Annonaceae, shrub,critically endangered,,
838,Desmos dumosus, (Roxb.) Safford, Magnoliophyta: Annonaceae, climber,critically endangered,,
839,Dialium indum, L. var. indum, Magnoliophyta: Fabaceae, tree,critically endangered, cultivated,
840,Dialium platysepalum, Baker, Magnoliophyta: Fabaceae, tree,critically endangered,,
841,Didymocarpus platypus, C.B. Clarke, Magnoliophyta: Gesneriaceae, shrub,critically endangered,,
842,Didymoplexis pallens, Griff., Magnoliophyta: Orchidaceae, herb,critically endangered,,
843,Dillenia excelsa, (Jack) Gilg, Magnoliophyta: Dilleniaceae, tree,critically endangered,,
844,Dillenia pulchella, (Jack) Gilg, Magnoliophyta: Dilleniaceae, tree,critically endangered,,
845,Dillenia reticulata, King, Magnoliophyta: Dilleniaceae, tree,critically endangered, cultivated,
846,Dioscorea glabra, Roxb., Magnoliophyta: Dioscoreaceae, climber,critically endangered,,
847,Dioscorea hispida, Dennst., Magnoliophyta: Dioscoreaceae, climber,critically endangered,,
848,Dioscorea polyclados, Hook. f., Magnoliophyta: Dioscoreaceae, climber,critically endangered,,
849,Dioscorea prainiana, R. Knuth, Magnoliophyta: Dioscoreaceae, climber,critically endangered,,
850,Diospyros clavigera, C.B. Clarke, Magnoliophyta: Ebenaceae, tree,critically endangered,,
851,Diospyros confusa, Bakh., Magnoliophyta: Ebenaceae, tree,critically endangered,,
852,Diospyros coriacea, Hiern, Magnoliophyta: Ebenaceae, tree,critically endangered,,
853,Diospyros diepenhorstii, Miq., Magnoliophyta: Ebenaceae, tree,critically endangered, cultivated,
854,Diospyros ferrea, (Willd.) Bakh., Magnoliophyta: Ebenaceae, tree,critically endangered, cultivated,
855,Diospyros maingayi, (Hiern) Bakh., Magnoliophyta: Ebenaceae, tree,critically endangered, cultivated,
856,Diospyros sumatrana, Miq., Magnoliophyta: Ebenaceae, tree,critically endangered,,
857,Diospyros venosa, Wall. ex A. DC., Magnoliophyta: Ebenaceae, tree,critically endangered,,
858,Diplectria divaricata, (Willd.) Kuntze, Magnoliophyta: Melastomataceae, climber,critically endangered,,
859,Diplectria viminalis, (Jack) Kuntze, Magnoliophyta: Melastomataceae, climber,critically endangered,,
860,Diplospora malaccensis, Hook. f., Magnoliophyta: Rubiaceae, tree,critically endangered,,
861,Dipodium paludosum, (Griff.) Rchb.f., Magnoliophyta: Orchidaceae, epiphyte,critically endangered,,
862,Dipteris conjugata, Reinw., Filicinophyta: Dipteridaceae, climber,critically endangered, cultivated,
863,Dipterocarpus caudatus, Foxw. ssp. penangianus (Foxw.) Ashton, Magnoliophyta: Dipterocarpaceae, tree,critically endangered, cultivated,
864,Dipterocarpus cornutus, Dyer, Magnoliophyta: Dipterocarpaceae, tree,critically endangered, cultivated,
865,Dipterocarpus elongatus, Korth., Magnoliophyta: Dipterocarpaceae, tree,critically endangered,,
866,Dipterocarpus kunstleri, King, Magnoliophyta: Dipterocarpaceae, tree,critically endangered, cultivated,
867,Dipterocarpus palembanicus, Slooten, Magnoliophyta: Dipterocarpaceae, tree,critically endangered,,
868,Dipterocarpus tempehes, Slooten, Magnoliophyta: Dipterocarpaceae, tree,critically endangered,,
869,Dischidia albida, Griff., Magnoliophyta: Apocynaceae, epiphyte,critically endangered,,
870,Dischidia cochleata, Blume, Magnoliophyta: Apocynaceae, epiphyte,critically endangered,,
871,Dolichandrone spathacea, (L. f.) K. Schum., Magnoliophyta: Bignoniaceae, tree,critically endangered, cultivated,
872,Dracaena elliptica, Thunb., Magnoliophyta: Ruscaceae, shrub,critically endangered,,
873,Drypetes laevis, (Miq.) Pax & K. Hoffm., Magnoliophyta: Putranjavaceae, tree,critically endangered,,
874,Drypetes longifolia, (Blume) Pax & Hoffm., Magnoliophyta: Putranjavaceae, tree,critically endangered,,
875,Drypetes pendula, Ridl., Magnoliophyta: Putranjavaceae, tree,critically endangered,,
876,Dysoxylum densiflorum, (Blume) Miq., Magnoliophyta: Meliaceae, tree,critically endangered,,
877,Dysoxylum excelsum, Blume, Magnoliophyta: Meliaceae, tree,critically endangered,,
878,Dysoxylum flavescens, Hiern, Magnoliophyta: Meliaceae, tree,critically endangered,,
879,Elaeocarpus acmosepalus, Ridl., Magnoliophyta: Elaeocarpaceae, tree,critically endangered,,
880,Elaeocarpus macrocerus, (Turcz.) Merr., Magnoliophyta: Elaeocarpaceae, tree,critically endangered,,
881,Elaeocarpus palembanicus, (Miq.) Corner, Magnoliophyta: Elaeocarpaceae, tree,critically endangered,,
882,Elaeocarpus rugosus, Roxb., Magnoliophyta: Elaeocarpaceae, tree,critically endangered,,
883,Elettariopsis curtisii, Baker, Magnoliophyta: Zingiberaceae, herb,critically endangered,,
884,Ellipanthus tomentosus, Kurz, Magnoliophyta: Connaraceae, shrub,critically endangered,,
885,Ellipeia cuneifolia, Hook. f. & Thoms., Magnoliophyta: Annonaceae, climber,critically endangered,,
886,Embelia coriacea, Wall. ex A. DC., Magnoliophyta: Myrsinaceae, climber,critically endangered,,
887,Enhalus acoroides, (L.f.) Royle, Magnoliophyta: Hydrocharitaceae, herb,critically endangered,,
888,Enkleia malaccensis, Griff., Magnoliophyta: Thymelaeaceae, climber,critically endangered,,
889,Entada rheedei, Spreng., Magnoliophyta: Fabaceae, climber,critically endangered,,
890,Epigynum ridleyi, King & Gamble, Magnoliophyta: Apocynaceae, climber,critically endangered,, =E. forbesii King & Gamble
891,Epipremnum pinnatum, (L.) Engl., Magnoliophyta: Araceae, climber,critically endangered, cultivated,
892,Erycibe griffithii, C.B. Clarke, Magnoliophyta: Convolvulaceae, climber,critically endangered,,
893,Erycibe malaccensis, C.B. Clarke, Magnoliophyta: Convolvulaceae, climber,critically endangered,,
894,Etlingera punicea, (Roxb.) R.M. Sm., Magnoliophyta: Zingiberaceae, herb,critically endangered,,
895,Eulophia spectabilis, (Dennst.) Suresh., Magnoliophyta: Orchidaceae, herb,critically endangered, cultivated,
896,Eurycoma longifolia, Jack, Magnoliophyta: Simaroubaceae, tree,critically endangered, cultivated,
897,Fagraea auriculata, Jack, Magnoliophyta: Gentianaceae, climber,critically endangered, cultivated,
898,Ficus binnendykii, Miq., Magnoliophyta: Moraceae, strangler,critically endangered, cultivated,
899,Ficus bracteata, Wall. ex Miq., Magnoliophyta: Moraceae, strangler,critically endangered,,
900,Ficus consociata, Blume, Magnoliophyta: Moraceae, strangler,critically endangered, cultivated,
901,Ficus crassiramea, Miq., Magnoliophyta: Moraceae, strangler,critically endangered, cultivated,
902,Ficus deltoidea, Jack, Magnoliophyta: Moraceae, epiphyte,critically endangered, cultivated,
903,Ficus dubia, Wall. ex King, Magnoliophyta: Moraceae, strangler,critically endangered, cultivated,
904,Ficus glandulifera, (Wall. ex Miq.) King, Magnoliophyta: Moraceae, tree,critically endangered,,
905,Ficus kerkhovenii, Valeton, Magnoliophyta: Moraceae, strangler,critically endangered, cultivated,
906,Ficus laevis, Blume, Magnoliophyta: Moraceae, climber,critically endangered,,
907,Ficus lamponga, Miq., Magnoliophyta: Moraceae, tree,critically endangered,,
908,Ficus microsyce, Ridl., Magnoliophyta: Moraceae, strangler,critically endangered,,
909,Ficus obscura, Blume var. borneensis (Miq.) Corner, Magnoliophyta: Moraceae, epiphyte,critically endangered,,
910,Ficus pisocarpa, Blume, Magnoliophyta: Moraceae, strangler,critically endangered,,
911,Ficus recurva, Blume var. ribesoides King, Magnoliophyta: Moraceae, climber,critically endangered,,
912,Ficus retusa, L., Magnoliophyta: Moraceae, tree,critically endangered, cultivated,
913,Ficus sagittata, Vahl, Magnoliophyta: Moraceae, climber,critically endangered,,
914,Ficus scortechinii, King, Magnoliophyta: Moraceae, tree,critically endangered,,
915,Ficus sinuata, Thunb., Magnoliophyta: Moraceae, epiphyte,critically endangered,,
916,Ficus subgelderi, Corner var. rigida (Miq.) Corner, Magnoliophyta: Moraceae, strangler,critically endangered,,
917,Ficus sundaica, Blume var. sundaica, Magnoliophyta: Moraceae, strangler,critically endangered,,
918,Ficus trichocarpa, Blume, Magnoliophyta: Moraceae, climber,critically endangered,,
919,Ficus villosa, Blume, Magnoliophyta: Moraceae, climber,critically endangered,,
920,Ficus virens, Aiton, Magnoliophyta: Moraceae, strangler,critically endangered, cultivated,
921,Ficus xylophylla, Wall. ex Miq., Magnoliophyta: Moraceae, strangler,critically endangered,,
922,Fimbristylis dura, (Zoll. & Mor.) Merr., Magnoliophyta: Cyperaceae, herb,critically endangered,,
923,Fimbristylis pauciflora, R. Br., Magnoliophyta: Cyperaceae, herb,critically endangered,,
924,Finlaysonia obovata, Wall., Magnoliophyta: Apocynaceae, climber,critically endangered,,
925,Freycinetia angustifolia, Blume, Magnoliophyta: Pandanaceae, climber,critically endangered,,
926,Gaertnera viminea, Hook. f. ex C.B.Clarke, Magnoliophyta: Rubiaceae, shrub,critically endangered,,
927,Galearia maingayi, Hook. f., Magnoliophyta: Pandaceae, tree,critically endangered,,
928,Galeola nudifolia, Lour., Magnoliophyta: Orchidaceae, climber,critically endangered,,
929,Garcinia atroviridis, Griff. ex T. Anderson, Magnoliophyta: Clusiaceae, tree,critically endangered, cultivated,
930,Garcinia bancana, Miq., Magnoliophyta: Clusiaceae, tree,critically endangered, cultivated,
931,Garcinia forbesii, King, Magnoliophyta: Clusiaceae, tree,critically endangered,,
932,Garcinia maingayi, Hook. f. var. stylosa King, Magnoliophyta: Clusiaceae, tree,critically endangered,,
933,Garcinia nervosa, Miq., Magnoliophyta: Clusiaceae, tree,critically endangered, cultivated,
934,Garcinia nigrolineata, Planch. ex T. Anderson, Magnoliophyta: Clusiaceae, tree,critically endangered, cultivated,
935,Garcinia rostrata, (Hassk.) Miq., Magnoliophyta: Clusiaceae, tree,critically endangered,,
936,Garcinia scortechinii, King, Magnoliophyta: Clusiaceae, tree,critically endangered,,
937,Gardenia tubifera, Wall. var. subcarinata Corner, Magnoliophyta: Rubiaceae, tree,critically endangered, cultivated,
938,Gastrodia javanica, (Blume) Lindl., Magnoliophyta: Orchidaceae, herb,critically endangered,,
939,Gigantochloa ligulata, Gamble, Magnoliophyta: Poaceae, shrub,critically endangered,,
940,Globba leucantha, Miq. var. peninsularis Holttum, Magnoliophyta: Zingiberaceae, herb,critically endangered,,
941,Glochidion borneense, (Müll. Arg.) Boerl., Magnoliophyta: Phyllanthaceae, tree,critically endangered,,
942,Glochidion lutescens, Blume, Magnoliophyta: Phyllanthaceae, shrub,critically endangered, cultivated, =G.  hypoleucum (Miq.) Boerl.
943,Glochidion rubrum, Blume, Magnoliophyta: Phyllanthaceae, shrub,critically endangered,,
944,Glochidion sericeum, Hook. f., Magnoliophyta: Phyllanthaceae, shrub,critically endangered,,
945,Glochidion singaporense, Gage, Magnoliophyta: Phyllanthaceae, shrub,critically endangered,,
946,Glochidion zeylanicum, Blume var. arborescens (Blume) Chakrab. & M.Gangop., Magnoliophyta: Phyllanthaceae, tree,critically endangered,, =G. arborescens Blume
947,Gnetum gnemon, L. var. gnemon, Gnetophyta: Gnetaceae, tree,critically endangered, cultivated,
948,Gnetum gnemonoides, Brongn., Gnetophyta: Gnetaceae, climber,critically endangered,,
949,Gnetum latifolium, Blume, Gnetophyta: Gnetaceae, climber,critically endangered,,
950,Gnetum macrostachyum, Hook. f., Gnetophyta: Gnetaceae, climber,critically endangered,,
951,Gnetum microcarpum, Blume, Gnetophyta: Gnetaceae, climber,critically endangered,,
952,Gonystylus maingayi, Hook. f., Magnoliophyta: Thymelaeaceae, tree,critically endangered,,
953,Gordonia penangensis, Ridl., Magnoliophyta: Theaceae, tree,critically endangered, cultivated,
954,Guioa bijuga, (Hiern) Radlk., Magnoliophyta: Sapindaceae, tree,critically endangered,,
955,Gymnacranthera bancana, (Miq.) Sinclair, Magnoliophyta: Myristicaceae, tree,critically endangered,,
956,Gymnacranthera farquhariana, (Hook. f. & Thoms.) Warb. var. eugeniifolia (A. DC.) R.T.A.  Schouten, Magnoliophyta: Myristicaceae, tree,critically endangered,,
957,Gymnacranthera farquhariana, (Hook. f. & Thoms.) Warb. var. farquhariana, Magnoliophyta: Myristicaceae, tree,critically endangered,,
958,Gymnacranthera farquhariana, (Hook. f. & Thoms.) Warb. var. zippeliana (Miq.) R.T.A.Schouten, Magnoliophyta: Myristicaceae, tree,critically endangered,,
959,Gymnacranthera forbesii, (King) Warb., Magnoliophyta: Myristicaceae, tree,critically endangered,,
960,Gymnanthera oblonga, (Burm. f.) P.S. Green, Magnoliophyta: Apocynaceae, climber,critically endangered,,
961,Gynura procumbens, (Lour.) Merr., Magnoliophyta: Asteraceae, climber,critically endangered,,
962,Halophila minor, (Zoll.) Hartog, Magnoliophyta: Hydrocharitaceae, herb,critically endangered,,
963,Halophila ovalis, (R. Br.) Hook. f., Magnoliophyta: Hydrocharitaceae, herb,critically endangered,,
964,Halophila spinulosa, (R. Br.) Aschers., Magnoliophyta: Hydrocharitaceae, herb,critically endangered,,
965,Hedyotis capitellata, Wall. ex G.Don, Magnoliophyta: Rubiaceae, herb,critically endangered,,
966,Helicia petiolaris, Benn., Magnoliophyta: Proteaceae, shrub,critically endangered,,
967,Heritiera borneensis, (Merr.) Kosterm., Magnoliophyta: Malvaceae, tree,critically endangered,,
968,Heritiera javanica, (Blume) Kosterm., Magnoliophyta: Malvaceae, tree,critically endangered,,
969,Heritiera sumatrana, (Miq.) Kosterm., Magnoliophyta: Malvaceae, tree,critically endangered,,
970,Hiptage sericea, Hook.f., Magnoliophyta: Malpighiaceae, climber,critically endangered,,
971,Homalium grandiflorum, Benth., Magnoliophyta: Salicaceae, tree,critically endangered,,
972,Hopea griffithii, Kurz, Magnoliophyta: Dipterocarpaceae, tree,critically endangered,,
973,Hopea sangal, Korth., Magnoliophyta: Dipterocarpaceae, tree,critically endangered, cultivated,
974,Hornstedtia conica, Ridl., Magnoliophyta: Zingiberaceae, herb,critically endangered,,
975,Hornstedtia leonurus, (J. König) Retz., Magnoliophyta: Zingiberaceae, herb,critically endangered, cultivated,
976,Horsfieldia brachiata, (King) Warb., Magnoliophyta: Myristicaceae, tree,critically endangered,,
977,Horsfieldia crassifolia, (Hook. f. & Thoms.) Warb., Magnoliophyta: Myristicaceae, tree,critically endangered, cultivated,
978,Horsfieldia grandis, (Hook. f.) Warb., Magnoliophyta: Myristicaceae, tree,critically endangered,,
979,Horsfieldia irya, (Gaertn.) Warb., Magnoliophyta: Myristicaceae, tree,critically endangered, cultivated,
980,Horsfieldia punctatifolia, J. Sinclair, Magnoliophyta: Myristicaceae, tree,critically endangered,,
981,Horsfieldia superba, (Hook.f. & Thoms.) Warb., Magnoliophyta: Myristicaceae, tree,critically endangered, cultivated,
982,Horsfieldia tomentosa, Warb., Magnoliophyta: Myristicaceae, tree,critically endangered,,
983,Horsfieldia wallichii, (Hook.f. & Thoms.) Warb., Magnoliophyta: Myristicaceae, tree,critically endangered,,
984,Hoya diversifolia, Blume, Magnoliophyta: Apocynaceae, epiphyte,critically endangered, cultivated,
985,Hydnophytum formicarum, Jack, Magnoliophyta: Rubiaceae, epiphyte,critically endangered,,
986,Hylophila mollis, Lindl., Magnoliophyta: Orchidaceae, herb,critically endangered,,
987,Iguanura wallichiana, (Wall. ex Mart.) Hook. f. ssp. malaccensis (Becc.) Kiew var.  malaccensis, Magnoliophyta: Arecaceae, shrub,critically endangered, cultivated,
988,Indigofera zollingeriana, Miq., Magnoliophyta: Fabaceae, tree,critically endangered,,
989,Intsia bijuga, (Colebr.) Kuntze, Magnoliophyta: Fabaceae, tree,critically endangered, cultivated,
990,Intsia palembanica, Miq., Magnoliophyta: Fabaceae, tree,critically endangered, cultivated,
991,Iodes cirrhosa, Turcz., Magnoliophyta: Icacinaceae, climber,critically endangered,,
992,Irvingia malayana, Oliv. ex A. W. Benn., Magnoliophyta: Irvingiaceae, tree,critically endangered, cultivated,
993,Jackiopsis ornata, (Wall.) Ridsdale, Magnoliophyta: Rubiaceae, tree,critically endangered,,
994,Justicia vasculosa, Wall., Magnoliophyta: Acanthaceae, herb,critically endangered,,
